Clotilde,character,0.004668674698795181
Biscayen,place,1.0
Gaîté,character,0.0025765022990328203
MmeRobineau,character,1.0
Amadis,character,0.6590909090909091
Garde,character,0.005593111218413004
Sarpèdôn,character,0.5
Romains,place,1.0
Erard,character,1.0
EtFernand,other,1.0
Daguenet,character,1.0
Palma,character,0.0018597416649759925
Ho,character,0.02551020408163265
MMoss,place,1.0
Ha,character,0.061996779388083734
Damiette,place,1.0
Ohain,place,0.5161290322580645
Bras-Rouge,character,0.6666666666666666
Gorenflot,other,1.0
Firmiani,character,1.0
Tigre,character,0.5
Neuve-des-Petits-Champs,place,1.0
Renée,place,0.03331314354936402
Place,place,0.075
Cacambo,other,0.75
Rhétoré,other,0.5
Reform-Club,place,1.0
Farinat,place,1.0
Gorby,character,1.0
Montreuil,place,0.5365853658536586
Hoditz,character,1.0
Saint-Amour,character,0.006092916984006093
Gaston,character,0.5894206549118388
CamilleMaupin,place,1.0
Fais,character,0.005340453938584779
Image,other,1.0
Histoire,character,0.000570218312153796
Villers,character,0.006241676799258873
Valentine,place,0.5046296296296297
Wardes,place,1.0
Laginski,character,1.0
Hongrie,place,1.0
Hutin,character,0.7804878048780488
Dauphine,character,0.0021011955077889144
Marius,character,0.6965944272445821
Éôs,other,1.0
Touches,place,1.0
Irlande,place,0.5480225988700564
Heidi,character,0.6242424242424243
Montsou,place,1.0
Marais,place,0.5
LaBalue,place,0.5
Germaine,character,0.63
Gaston-Marie,character,1.0
Bordin,character,1.0
Jeannette,character,0.6789772727272727
Atréides,concept,1.0
Planchet,character,1.0
Latini,character,0.08823529411764705
Marthe,character,0.7254901960784313
Saint-Loup,character,0.5435244161358811
Abraham,character,0.6
Trailles,character,1.0
Ikarios,character,0.5
Alecton,character,0.5
Vernon,character,0.7131147540983607
Hanz,character,1.0
Godeschal,character,1.0
Bonjour,other,1.0
Presles,place,0.01697045883092395
Clavijo,place,1.0
Ginès,character,1.0
Rangoon,place,1.0
Nesle,place,1.0
Avicenne,other,0.5
Norwood,character,0.5785123966942148
Lorilleux,character,1.0
Saint-Loup-en-Bray,character,1.0
AldonzaLorenzo,character,1.0
Moniteur,character,0.6666666666666666
Hektôr,character,0.6666666666666666
Robineau,character,0.5555555555555556
Mont-de-Piété,place,1.0
Italienne,place,0.5181818181818182
Descartes,character,1.0
ADN,concept,1.0
Clagny,place,1.0
Jean,character,0.12714776632302405
Société,place,0.013879620979580941
Diogène,place,0.01110586011342155
Marianna,character,0.6451612903225806
Brevet,concept,1.0
Sidonie,place,0.0016377852916314454
CharlesGrandet,character,1.0
Micou,place,1.0
États-Unis,place,0.6666666666666666
Mardochée,character,0.5
Bonfons,character,1.0
Brest,place,1.0
Châteaufort,place,0.2393162393162393
Bonald,character,0.6666666666666666
Wratislaw,character,1.0
Siu,other,1.0
Saint-Ouen,place,0.5261538461538462
Thaddée,place,0.03609625668449198
Hector,character,1.0
Sid,character,0.14383561643835616
LaConsuelo,character,1.0
Rhône,place,1.0
Mayer,character,0.7341269841269841
Legrandin,other,1.0
Tansonville,place,1.0
Fontanon,place,0.6666666666666666
Thénardier,character,1.0
Nézel,place,1.0
Roswald,place,1.0
Parle,place,1.0
Haydn,character,0.875
Taborites,concept,1.0
Patagonie,place,1.0
Boulogne,place,0.550561797752809
Lisette,place,0.04081632653061224
Aloïse,character,1.0
OReilly,character,0.6173913043478261
Saint-Benoît,place,0.011862723460604723
Digne,place,0.5604395604395604
Kadméiônes,other,1.0
ClopinTrouillefou,character,1.0
Mont-Valérien,place,1.0
Titreville,place,1.0
Aix,place,0.0011467889908256881
Melbourne,place,1.0
Cocon-dOr,character,1.0
Saragosse,place,1.0
Bazouge,place,1.0
PremierSujet,character,1.0
Toujours,character,0.009185548071034905
Ida,character,0.5548780487804879
Dèiphobos,character,0.75
Taphiens,place,0.8
Chateaubriand,character,1.0
Dumay,character,0.06440071556350627
Chourineur,character,1.0
MChillip,character,1.0
Charles,place,0.5816326530612245
Pô,place,1.0
Plutarque,character,1.0
Béatrix,place,0.6990291262135923
Pierrefonds,place,0.5306122448979592
Mantoux,character,0.7
Berthe,place,0.583916083916084
Keller,character,0.6112676056338028
Carpaccio,character,1.0
Orient,place,0.6298932384341637
Bénarès,place,0.6666666666666666
Perpétue,character,1.0
Castor,character,0.004743941472336534
Mathias,character,0.02682701202590194
Jardinier,character,0.0013655462184873949
Arbia,place,1.0
Lieou,character,0.6666666666666666
Pontoise,place,1.0
Pandaros,character,1.0
MmeCabin,character,1.0
Davy,character,0.6288659793814433
Ménilmontant,character,0.005994005994005995
Ségovie,place,1.0
Mistigris,character,0.006292906178489702
Sambre,place,1.0
Observatoire,character,0.004222584556210544
Highgate,place,1.0
Columbia,place,0.526536312849162
KateRobertson,place,1.0
Artémis,other,1.0
Littimer,character,1.0
Lebleu,character,0.6875
Burk,place,1.0
Alkinoos,character,0.5
Monde,place,0.002291825821237586
Hubert,character,0.02764180823495537
Ninus,other,0.5
Figaro,character,1.0
JohnSullivan,character,1.0
Rolet,character,0.03598484848484849
Eulalie,character,1.0
Tuileries,place,0.5714285714285714
Cid,character,0.6410256410256411
Sanchica,character,1.0
Schreckenstein,place,1.0
Légion,character,0.5787234042553191
Nogent,place,0.0019621718991250643
PortBleu,character,1.0
Arcier,place,1.0
GeorgesHugon,character,1.0
Huchette,place,1.0
WilkinsMicawber,character,1.0
Tas,character,0.2638888888888889
Chalais,place,0.5916666666666667
Matei,character,1.0
Dniestr,place,1.0
Jouve,character,0.7289719626168224
Greenwar,concept,0.6
Boule,place,0.5223214285714286
Montfermeil,place,0.8333333333333334
AndrewStuart,character,0.75
Géraldine,place,0.0392156862745098
Soizé,place,1.0
Aurélie,character,0.008547945205479452
Tao,other,1.0
Krètè,place,1.0
Deux-Cent-Quarante,other,1.0
Talleyrand,character,0.8666666666666667
Nevil,character,0.75
Borains,place,1.0
Reille,character,0.7128712871287128
Ourcq,place,1.0
Chopin,character,1.0
Jane,character,0.7463768115942029
Génois,place,0.0019207683073229293
Voreux,place,1.0
MissDartle,character,1.0
MJackMaldon,character,1.0
Pédro,place,1.0
MmedeChevreuse,character,1.0
Braine-lAlleud,place,1.0
Renaud,character,1.0
Marie-Eugénie,character,1.0
Rethel,place,1.0
San-Francisco,place,1.0
Peggotty,other,1.0
Saint-Jean,character,0.528146742567995
Francis,character,0.6414342629482072
Charenton,place,0.0061873266481758055
Scylla,character,0.008814589665653495
Emma,place,0.6397849462365591
Savinien,character,0.04151404151404151
Aussitôt,character,0.5
